ws_100_t-1_dwd_1,ws_100_t-1_dwd_max,ws_100_t-1_dwd_min,ws_100_t-1_dwd_q75,ws_100_t-1_dwd_q25,ws_100_t_dwd_1,ws_100_t_dwd_max,ws_100_t_dwd_min,ws_100_t_dwd_q75,ws_100_t_dwd_q25,ws_100_t+1_dwd_1,ws_100_t+1_dwd_max,ws_100_t+1_dwd_min,ws_100_t+1_dwd_q75,ws_100_t+1_dwd_q25,rad_t-1_dwd,rad_t-1_dwd_max,rad_t-1_dwd_min,rad_t-1_dwd_q75,rad_t-1_dwd_q25,rad_t_dwd,rad_t_dwd_max,rad_t_dwd_min,rad_t_dwd_q75,rad_t_dwd_q25,rad_t+1_dwd,rad_t+1_dwd_max,rad_t+1_dwd_min,rad_t+1_dwd_q75,rad_t+1_dwd_q25,ref_datetime,valid_datetime,hours
2.8703734146224127,3.3693103790283203,1.974623203277588,3.1112964749336243,2.7175212502479553,2.860167746742566,3.676905870437622,1.9322428107261658,3.086637645959854,2.6102227866649628,2.84996207886272,3.984501361846924,1.8898624181747437,3.061978816986084,2.50292432308197,0.35000000000000003,0.7,0.06,0.555,0.16749999999999998,17.693499999999997,21.65,14.405000000000001,19.41375,16.195,35.03699999999999,42.6,28.75,38.2725,32.2225,2024-02-26 00:00:00+00:00,2024-02-27 06:30:00+00:00,6
2.860167746742566,3.676905870437622,1.9322428107261658,3.086637645959854,2.6102227866649628,2.84996207886272,3.984501361846924,1.8898624181747437,3.061978816986084,2.50292432308197,3.6085271851883993,4.73236870765686,2.7342328429222107,3.8349740505218506,3.276561975479126,17.693499999999997,21.65,14.405000000000001,19.41375,16.195,35.03699999999999,42.6,28.75,38.2725,32.2225,69.12275,90.99000000000001,53.29,77.07624999999999,61.93625,2024-02-26 00:00:00+00:00,2024-02-27 07:00:00+00:00,7
2.84996207886272,3.984501361846924,1.8898624181747437,3.061978816986084,2.50292432308197,3.6085271851883993,4.73236870765686,2.7342328429222107,3.8349740505218506,3.276561975479126,4.367092291514079,5.480236053466797,3.5786032676696777,4.607969284057617,4.050199627876282,35.03699999999999,42.6,28.75,38.2725,32.2225,69.12275,90.99000000000001,53.29,77.07624999999999,61.93625,103.2085,139.38,77.83,115.88,91.65,2024-02-26 00:00:00+00:00,2024-02-27 07:30:00+00:00,7
3.6085271851883993,4.73236870765686,2.7342328429222107,3.8349740505218506,3.276561975479126,4.367092291514079,5.480236053466797,3.5786032676696777,4.607969284057617,4.050199627876282,5.081137167082893,6.180816650390625,4.354926824569702,5.3596497774124146,4.7301501631736755,69.12275,90.99000000000001,53.29,77.07624999999999,61.93625,103.2085,139.38,77.83,115.88,91.65,132.89625,179.11,108.29499999999999,143.71125,118.765,2024-02-26 00:00:00+00:00,2024-02-27 08:00:00+00:00,8
4.367092291514079,5.480236053466797,3.5786032676696777,4.607969284057617,4.050199627876282,5.081137167082893,6.180816650390625,4.354926824569702,5.3596497774124146,4.7301501631736755,5.795182042651707,6.881397247314453,5.131250381469727,6.111330270767212,5.410100698471069,103.2085,139.38,77.83,115.88,91.65,132.89625,179.11,108.29499999999999,143.71125,118.765,162.584,218.84,138.76,171.5425,145.88,2024-02-26 00:00:00+00:00,2024-02-27 08:30:00+00:00,8
5.081137167082893,6.180816650390625,4.354926824569702,5.3596497774124146,4.7301501631736755,5.795182042651707,6.881397247314453,5.131250381469727,6.111330270767212,5.410100698471069,6.677177959018284,7.775726318359375,5.817822217941284,7.161823868751526,6.168855428695679,132.89625,179.11,108.29499999999999,143.71125,118.765,162.584,218.84,138.76,171.5425,145.88,181.8875,234.215,152.63,193.14249999999998,165.85750000000002,2024-02-26 00:00:00+00:00,2024-02-27 09:00:00+00:00,9
5.795182042651707,6.881397247314453,5.131250381469727,6.111330270767212,5.410100698471069,6.677177959018284,7.775726318359375,5.817822217941284,7.161823868751526,6.168855428695679,7.559173875384861,8.670055389404297,6.504394054412842,8.21231746673584,6.927610158920288,162.584,218.84,138.76,171.5425,145.88,181.8875,234.215,152.63,193.14249999999998,165.85750000000002,201.191,249.59,166.5,214.7425,185.835,2024-02-26 00:00:00+00:00,2024-02-27 09:30:00+00:00,9
6.677177959018284,7.775726318359375,5.817822217941284,7.161823868751526,6.168855428695679,7.559173875384861,8.670055389404297,6.504394054412842,8.21231746673584,6.927610158920288,8.101080000400543,9.018815994262695,7.130627870559692,8.577491760253906,7.624578595161438,181.8875,234.215,152.63,193.14249999999998,165.85750000000002,201.191,249.59,166.5,214.7425,185.835,205.26625,260.49,170.985,217.2075,186.7425,2024-02-26 00:00:00+00:00,2024-02-27 10:00:00+00:00,10
7.559173875384861,8.670055389404297,6.504394054412842,8.21231746673584,6.927610158920288,8.101080000400543,9.018815994262695,7.130627870559692,8.577491760253906,7.624578595161438,8.642986125416225,9.367576599121094,7.756861686706543,8.942666053771973,8.321547031402588,201.191,249.59,166.5,214.7425,185.835,205.26625,260.49,170.985,217.2075,186.7425,209.3415,271.39,175.47,219.6725,187.65,2024-02-26 00:00:00+00:00,2024-02-27 10:30:00+00:00,10
8.101080000400543,9.018815994262695,7.130627870559692,8.577491760253906,7.624578595161438,8.642986125416225,9.367576599121094,7.756861686706543,8.942666053771973,8.321547031402588,9.041874667008717,9.581799030303955,8.438103199005127,9.25763726234436,8.824573993682861,205.26625,260.49,170.985,217.2075,186.7425,209.3415,271.39,175.47,219.6725,187.65,198.15224999999998,249.79,147.585,216.36875,177.58499999999998,2024-02-26 00:00:00+00:00,2024-02-27 11:00:00+00:00,11
8.642986125416225,9.367576599121094,7.756861686706543,8.942666053771973,8.321547031402588,9.041874667008717,9.581799030303955,8.438103199005127,9.25763726234436,8.824573993682861,9.44076320860121,9.796021461486816,9.119344711303711,9.572608470916748,9.327600955963135,209.3415,271.39,175.47,219.6725,187.65,198.15224999999998,249.79,147.585,216.36875,177.58499999999998,186.963,228.19,119.7,213.065,167.51999999999998,2024-02-26 00:00:00+00:00,2024-02-27 11:30:00+00:00,11
9.041874667008717,9.581799030303955,8.438103199005127,9.25763726234436,8.824573993682861,9.44076320860121,9.796021461486816,9.119344711303711,9.572608470916748,9.327600955963135,10.163029935624865,10.631685256958008,9.528526782989502,10.373677015304565,10.001909017562866,198.15224999999998,249.79,147.585,216.36875,177.58499999999998,186.963,228.19,119.7,213.065,167.51999999999998,170.17775,218.63,111.87,198.615,146.76875,2024-02-26 00:00:00+00:00,2024-02-27 12:00:00+00:00,12
9.44076320860121,9.796021461486816,9.119344711303711,9.572608470916748,9.327600955963135,10.163029935624865,10.631685256958008,9.528526782989502,10.373677015304565,10.001909017562866,10.88529666264852,11.4673490524292,9.937708854675293,11.174745559692383,10.676217079162598,186.963,228.19,119.7,213.065,167.51999999999998,170.17775,218.63,111.87,198.615,146.76875,153.39249999999998,209.07,104.04,184.165,126.01750000000001,2024-02-26 00:00:00+00:00,2024-02-27 12:30:00+00:00,12
10.163029935624865,10.631685256958008,9.528526782989502,10.373677015304565,10.001909017562866,10.88529666264852,11.4673490524292,9.937708854675293,11.174745559692383,10.676217079162598,11.152904232343039,11.795393466949463,10.228611469268799,11.484879493713379,10.86935269832611,170.17775,218.63,111.87,198.615,146.76875,153.39249999999998,209.07,104.04,184.165,126.01750000000001,137.56324999999998,183.185,101.305,155.71375,119.73125,2024-02-26 00:00:00+00:00,2024-02-27 13:00:00+00:00,13
10.88529666264852,11.4673490524292,9.937708854675293,11.174745559692383,10.676217079162598,11.152904232343039,11.795393466949463,10.228611469268799,11.484879493713379,10.86935269832611,11.420511802037558,12.123437881469727,10.519514083862305,11.795013427734375,11.062488317489624,153.39249999999998,209.07,104.04,184.165,126.01750000000001,137.56324999999998,183.185,101.305,155.71375,119.73125,121.73400000000001,157.3,98.57,127.2625,113.445,2024-02-26 00:00:00+00:00,2024-02-27 13:30:00+00:00,13
11.152904232343039,11.795393466949463,10.228611469268799,11.484879493713379,10.86935269832611,11.420511802037558,12.123437881469727,10.519514083862305,11.795013427734375,11.062488317489624,11.464807960722183,12.061336040496826,10.590331554412842,11.787312507629395,11.169527649879456,137.56324999999998,183.185,101.305,155.71375,119.73125,121.73400000000001,157.3,98.57,127.2625,113.445,102.3545,126.95,82.47999999999999,106.96000000000001,96.91,2024-02-26 00:00:00+00:00,2024-02-27 14:00:00+00:00,14
11.420511802037558,12.123437881469727,10.519514083862305,11.795013427734375,11.062488317489624,11.464807960722183,12.061336040496826,10.590331554412842,11.787312507629395,11.169527649879456,11.509104119406807,11.999234199523926,10.661149024963379,11.779611587524414,11.276566982269287,121.73400000000001,157.3,98.57,127.2625,113.445,102.3545,126.95,82.47999999999999,106.96000000000001,96.91,82.975,96.6,66.39,86.6575,80.375,2024-02-26 00:00:00+00:00,2024-02-27 14:30:00+00:00,14
11.464807960722183,12.061336040496826,10.590331554412842,11.787312507629395,11.169527649879456,11.509104119406807,11.999234199523926,10.661149024963379,11.779611587524414,11.276566982269287,11.619695689943102,12.25253677368164,10.993765830993652,11.86552381515503,11.36793076992035,102.3545,126.95,82.47999999999999,106.96000000000001,96.91,82.975,96.6,66.39,86.6575,80.375,59.5,70.715,45.035,64.36500000000001,54.775,2024-02-26 00:00:00+00:00,2024-02-27 15:00:00+00:00,15
11.509104119406807,11.999234199523926,10.661149024963379,11.779611587524414,11.276566982269287,11.619695689943102,12.25253677368164,10.993765830993652,11.86552381515503,11.36793076992035,11.730287260479397,12.505839347839355,11.326382637023926,11.951436042785645,11.459294557571411,82.975,96.6,66.39,86.6575,80.375,59.5,70.715,45.035,64.36500000000001,54.775,36.025,44.83,23.68,42.072500000000005,29.175,2024-02-26 00:00:00+00:00,2024-02-27 15:30:00+00:00,15
11.619695689943102,12.25253677368164,10.993765830993652,11.86552381515503,11.36793076992035,11.730287260479397,12.505839347839355,11.326382637023926,11.951436042785645,11.459294557571411,12.206616202990213,12.998916149139404,11.634756565093994,12.442759037017822,11.944002866744995,59.5,70.715,45.035,64.36500000000001,54.775,36.025,44.83,23.68,42.072500000000005,29.175,19.30725,24.265,12.515,22.618750000000002,15.66125,2024-02-26 00:00:00+00:00,2024-02-27 16:00:00+00:00,16
11.730287260479397,12.505839347839355,11.326382637023926,11.951436042785645,11.459294557571411,12.206616202990213,12.998916149139404,11.634756565093994,12.442759037017822,11.944002866744995,12.68294514550103,13.491992950439453,11.943130493164062,12.93408203125,12.428711175918579,36.025,44.83,23.68,42.072500000000005,29.175,19.30725,24.265,12.515,22.618750000000002,15.66125,2.5895,3.7,1.35,3.165,2.1475,2024-02-26 00:00:00+00:00,2024-02-27 16:30:00+00:00,16
12.206616202990213,12.998916149139404,11.634756565093994,12.442759037017822,11.944002866744995,12.68294514550103,13.491992950439453,11.943130493164062,12.93408203125,12.428711175918579,13.094781902101303,13.753313541412354,12.17752456665039,13.375843524932861,12.843284964561462,19.30725,24.265,12.515,22.618750000000002,15.66125,2.5895,3.7,1.35,3.165,2.1475,1.3022500000000001,1.955,0.5850000000000001,1.6425,1.02375,2024-02-26 00:00:00+00:00,2024-02-27 17:00:00+00:00,17
12.68294514550103,13.491992950439453,11.943130493164062,12.93408203125,12.428711175918579,13.094781902101303,13.753313541412354,12.17752456665039,13.375843524932861,12.843284964561462,13.506618658701578,14.014634132385254,12.411918640136719,13.817605018615723,13.257858753204346,2.5895,3.7,1.35,3.165,2.1475,1.3022500000000001,1.955,0.5850000000000001,1.6425,1.02375,0.015000000000000003,0.21,-0.18,0.12,-0.1,2024-02-26 00:00:00+00:00,2024-02-27 17:30:00+00:00,17
13.094781902101303,13.753313541412354,12.17752456665039,13.375843524932861,12.843284964561462,13.506618658701578,14.014634132385254,12.411918640136719,13.817605018615723,13.257858753204346,13.571500182151794,14.107062339782715,12.621875286102295,13.844930171966553,13.321971774101257,1.3022500000000001,1.955,0.5850000000000001,1.6425,1.02375,0.015000000000000003,0.21,-0.18,0.12,-0.1,0.002250000000000002,0.16,-0.15,0.07125,-0.07750000000000001,2024-02-26 00:00:00+00:00,2024-02-27 18:00:00+00:00,18
13.506618658701578,14.014634132385254,12.411918640136719,13.817605018615723,13.257858753204346,13.571500182151794,14.107062339782715,12.621875286102295,13.844930171966553,13.321971774101257,13.63638170560201,14.199490547180176,12.831831932067871,13.872255325317383,13.386084794998169,0.015000000000000003,0.21,-0.18,0.12,-0.1,0.002250000000000002,0.16,-0.15,0.07125,-0.07750000000000001,-0.010499999999999999,0.11,-0.12,0.0225,-0.05500000000000001,2024-02-26 00:00:00+00:00,2024-02-27 18:30:00+00:00,18
13.571500182151794,14.107062339782715,12.621875286102295,13.844930171966553,13.321971774101257,13.63638170560201,14.199490547180176,12.831831932067871,13.872255325317383,13.386084794998169,13.27250697877672,13.796794891357422,12.74014663696289,13.419820427894592,13.086719036102295,0.002250000000000002,0.16,-0.15,0.07125,-0.07750000000000001,-0.010499999999999999,0.11,-0.12,0.0225,-0.05500000000000001,-0.0032499999999999994,0.12,-0.11499999999999999,0.02625,-0.037500000000000006,2024-02-26 00:00:00+00:00,2024-02-27 19:00:00+00:00,19
13.63638170560201,14.199490547180176,12.831831932067871,13.872255325317383,13.386084794998169,13.27250697877672,13.796794891357422,12.74014663696289,13.419820427894592,13.086719036102295,12.90863225195143,13.394099235534668,12.64846134185791,12.967385530471802,12.787353277206421,-0.010499999999999999,0.11,-0.12,0.0225,-0.05500000000000001,-0.0032499999999999994,0.12,-0.11499999999999999,0.02625,-0.037500000000000006,0.004000000000000001,0.13,-0.11,0.03,-0.02,2024-02-26 00:00:00+00:00,2024-02-27 19:30:00+00:00,19
13.27250697877672,13.796794891357422,12.74014663696289,13.419820427894592,13.086719036102295,12.90863225195143,13.394099235534668,12.64846134185791,12.967385530471802,12.787353277206421,12.508597003089058,12.856832027435303,12.284365177154541,12.586463451385498,12.404965043067932,-0.0032499999999999994,0.12,-0.11499999999999999,0.02625,-0.037500000000000006,0.004000000000000001,0.13,-0.11,0.03,-0.02,0.0017499999999999998,0.13,-0.11,0.04375,-0.045,2024-02-26 00:00:00+00:00,2024-02-27 20:00:00+00:00,20
12.90863225195143,13.394099235534668,12.64846134185791,12.967385530471802,12.787353277206421,12.508597003089058,12.856832027435303,12.284365177154541,12.586463451385498,12.404965043067932,12.108561754226685,12.319564819335938,11.920269012451172,12.205541372299194,12.022576808929443,0.004000000000000001,0.13,-0.11,0.03,-0.02,0.0017499999999999998,0.13,-0.11,0.04375,-0.045,-0.0005000000000000011,0.13,-0.11,0.0575,-0.07,2024-02-26 00:00:00+00:00,2024-02-27 20:30:00+00:00,20
12.508597003089058,12.856832027435303,12.284365177154541,12.586463451385498,12.404965043067932,12.108561754226685,12.319564819335938,11.920269012451172,12.205541372299194,12.022576808929443,11.616578155093723,11.847058773040771,11.357357025146484,11.72460663318634,11.520375967025757,0.0017499999999999998,0.13,-0.11,0.04375,-0.045,-0.0005000000000000011,0.13,-0.11,0.0575,-0.07,-0.008,0.135,-0.12,0.04,-0.06625,2024-02-26 00:00:00+00:00,2024-02-27 21:00:00+00:00,21
12.108561754226685,12.319564819335938,11.920269012451172,12.205541372299194,12.022576808929443,11.616578155093723,11.847058773040771,11.357357025146484,11.72460663318634,11.520375967025757,11.124594555960762,11.374552726745605,10.794445037841797,11.243671894073486,11.01817512512207,-0.0005000000000000011,0.13,-0.11,0.0575,-0.07,-0.008,0.135,-0.12,0.04,-0.06625,-0.0155,0.14,-0.13,0.0225,-0.0625,2024-02-26 00:00:00+00:00,2024-02-27 21:30:00+00:00,21
11.616578155093723,11.847058773040771,11.357357025146484,11.72460663318634,11.520375967025757,11.124594555960762,11.374552726745605,10.794445037841797,11.243671894073486,11.01817512512207,10.949041777186924,11.220452308654785,10.667107582092285,11.028592348098755,10.871987104415894,-0.008,0.135,-0.12,0.04,-0.06625,-0.0155,0.14,-0.13,0.0225,-0.0625,0.005750000000000002,0.14500000000000002,-0.115,0.061250000000000006,-0.045,2024-02-26 00:00:00+00:00,2024-02-27 22:00:00+00:00,22
11.124594555960762,11.374552726745605,10.794445037841797,11.243671894073486,11.01817512512207,10.949041777186924,11.220452308654785,10.667107582092285,11.028592348098755,10.871987104415894,10.773488998413086,11.066351890563965,10.539770126342773,10.813512802124023,10.725799083709717,-0.0155,0.14,-0.13,0.0225,-0.0625,0.005750000000000002,0.14500000000000002,-0.115,0.061250000000000006,-0.045,0.027000000000000003,0.15,-0.1,0.1,-0.0275,2024-02-26 00:00:00+00:00,2024-02-27 22:30:00+00:00,22
